1010	1276	1
1244	1065	1
1022	1242	1
1242	1081	1
1279	1237	1
1197	1071	1
1065	1123	1
1033	1174	1
1081	1022	1
1237	1279	1
1244	1279	1
1249	1213	1
1174	1033	1
1279	1065	1
1123	1237	1
1096	1135	1
1065	1244	1
1114	1276	1
1174	1071	1
1241	1096	1
1213	1197	1
1081	1242	1
1071	1174	1
1249	1174	1
1033	1071	1
1279	1123	1
1197	1213	1
1237	1123	1
1213	1033	1
1174	1249	1
1065	1279	1
1123	1244	1
1096	1241	1
1249	1197	1
1192	1241	1
1071	1033	1
1242	1022	1
1213	1249	1
1237	1065	1
1213	1071	1
1033	1249	1
1123	1065	1
1135	1096	1
1071	1197	1
1276	1096	1
1059	1169	1
1244	1123	1
1242	1235	1
1065	1237	1
1174	1213	1
1249	1071	1
1213	1174	1
1197	1033	1
1279	1031	1
1235	1242	1
