1114	1033	1
1059	1169	1
1235	1081	1
1276	1213	1
1174	1276	1
1192	1103	1
1242	1081	1
1071	1279	1
1249	1036	1
1081	1235	1
1205	1059	1
1022	1235	1
1133	1064	1
1114	1276	1
1279	1065	1
1064	1205	1
1169	1133	1
1036	1249	1
1059	1205	1
1213	1033	1
1081	1022	1
1242	1022	1
1064	1059	1
1279	1071	1
1150	1249	1
1133	1169	1
1212	1205	1
1169	1064	1
1249	1150	1
1192	1022	1
1205	1064	1
1059	1064	1
1064	1169	1
1033	1174	1
1174	1114	1
1206	1166	1
1103	1192	1
1244	1279	1
1064	1133	1
1174	1213	1
1241	1064	1
1022	1242	1
1133	1059	1
1166	1206	1
1059	1241	1
1235	1242	1
1205	1241	1
1064	1241	1
1276	1174	1
1103	1010	1
1212	1064	1
1174	1033	1
1213	1174	1
1114	1174	1
1241	1205	1
1010	1192	1
1059	1133	1
1081	1242	1
1192	1242	1
1212	1059	1
1241	1059	1
1169	1059	1
1096	1174	1
