1253	1279	1
1259	1042	1
1185	1159	1
1030	1010	1
1136	1037	1
1096	1187	1
1037	1136	1
1259	1291	1
1264	1104	1
1209	1028	1
1042	1259	1
1135	1039	1
1259	1139	1
1264	1279	1
1279	1104	1
1139	1291	1
1187	1096	1
1264	1253	1
1042	1291	1
1279	1253	1
1139	1022	1
1159	1030	1
1253	1264	1
1139	1259	1
1291	1042	1
1291	1022	1
1267	1109	1
1279	1264	1
1185	1010	1
1013	1279	1
1291	1261	1
1242	1082	1
1010	1030	1
1264	1013	1
1028	1209	1
1279	1013	1
1185	1133	1
1013	1104	1
1211	1187	1
1291	1139	1
1022	1139	1
1042	1165	1
