1209	1187	1
1259	1042	1
1264	1279	1
1028	1096	1
1279	1223	1
1065	1188	1
1135	1039	1
1096	1249	1
1209	1028	1
1127	1028	1
1104	1279	1
1082	1167	1
1237	1185	1
1136	1037	1
1188	1261	1
1133	1185	1
1187	1028	1
1217	1208	1
1279	1253	1
1208	1217	1
1159	1133	1
1291	1261	1
1028	1187	1
1040	1259	1
1253	1013	1
1187	1209	1
1261	1139	1
1065	1139	1
1264	1013	1
1159	1185	1
1291	1091	1
1096	1187	1
1185	1133	1
1253	1279	1
1139	1022	1
1037	1091	1
1091	1037	1
1139	1065	1
1030	1010	1
1187	1096	1
1291	1040	1
1237	1133	1
1261	1188	1
1242	1082	1
1209	1096	1
1279	1264	1
1091	1165	1
1013	1279	1
1139	1040	1
1264	1223	1
1040	1091	1
1082	1194	1
1159	1030	1
1252	1234	1
1013	1264	1
1234	1252	1
1028	1209	1
1259	1040	1
1091	1291	1
1096	1028	1
1082	1242	1
1264	1253	1
1136	1157	1
1104	1253	1
