1096	1133	1
1125	1237	1
1130	1103	1
1212	1013	1
1237	1125	1
1279	1036	1
1235	1135	1
1213	1123	1
1103	1130	1
1166	1197	1
1123	1213	1
1033	1135	1
1249	1174	1
1036	1279	1
1241	1212	1
1013	1166	1
1212	1166	1
1013	1212	1
1197	1125	1
1135	1033	1
1174	1249	1
1135	1244	1
1166	1013	1
1244	1135	1
1166	1212	1
1237	1197	1
1125	1197	1
1197	1166	1
1212	1241	1
1241	1166	1
1031	1251	1
1251	1031	1
1212	1033	1
1235	1033	1
1013	1020	1
1125	1166	1
1135	1235	1
1033	1235	1
1166	1125	1
1174	1144	1
1133	1096	1
1166	1241	1
1197	1237	1
1020	1013	1
1144	1249	1
1144	1125	1
1144	1174	1
1235	1234	1
1125	1144	1
1212	1020	1
1166	1234	1
1234	1212	1
1195	1125	1
1125	1195	1
1166	1020	1
1197	1212	1
1237	1235	1
1278	1082	1
1020	1197	1
1197	1020	1
1082	1278	1
1235	1244	1
1123	1096	1
1096	1123	1
1278	1125	1
1237	1020	1
1123	1133	1
1181	1123	1
1013	1234	1
1234	1013	1
