1126	1205	1
1267	1238	1
1209	1267	1
1179	1267	1
1159	1283	1
1234	1109	1
1188	1160	1
1058	1246	1
1267	1209	1
1073	1126	1
1209	1238	1
1109	1058	1
1119	1239	1
1179	1238	1
1238	1209	1
1058	1109	1
1246	1282	1
1160	1188	1
1209	1179	1
1238	1267	1
1239	1159	1
1179	1209	1
1283	1159	1
1267	1283	1
1246	1058	1
1282	1109	1
1109	1246	1
1238	1179	1
1058	1282	1
1261	1239	1
1246	1205	1
1239	1261	1
1036	1209	1
1234	1282	1
1282	1058	1
1109	1205	1
1239	1119	1
1165	1205	1
1126	1281	1
1119	1261	1
1205	1281	1
1159	1239	1
1036	1283	1
1283	1058	1
1282	1283	1
1228	1281	1
1179	1165	1
1209	1165	1
1165	1281	1
